"mnemonic"|"args"|"shortdescription"|"description"|"type"|"group"|"subdivision"|"family"|"subfamily"|"coding"|"operation"|"flags"|"notes"|"assemblertranslationsandvalidations"|"cpuvalidations"
"addui.w"|"rdst,rsrc,IMM"|"Add unsigned immediate"|"Add unsigned immediate to GPR"|"2"|"B"|"0"|"Arithmetic"|"0"|"10 0010 r\_src r\_dst iiiiiiiiiiiiiiii"|"$r_{dst}[31:0] \longleftarrow_{32} r_{src}[31:0] + x_{32}(imm_{16})$ \\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"IMM range: 0:65536"|"dst range: 0:31; src range: 0:31"
"subi.w"|"rdst,rsrc,IMM"|"Substract immediate"|"Substract immediate from GPR"|"2"|"B"|"1"|"Arithmetic"|"1"|"10 0011 r\_src r\_dst iiiiiiiiiiiiiiii"|"$r_{dst}[31:0] \longleftarrow_{32} r_{src}[31:0] – sx_{32}(imm_{16})$ \\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"IMM range: -32768:32767"|"dst range: 0:31; src range: 0:31"
"subui.w"|"rdst,rsrc,IMM"|"Substract unsigned immediate"|"Substract unsigned immediate from GPR"|"2"|"B"|"1"|"Arithmetic"|"1"|"10 0100 r\_src r\_dst iiiiiiiiiiiiiiii"|"$r_{dst}[31:0] \longleftarrow_{32} r_{src}[31:0] – x_{32}(imm_{16})$ \\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"IMM range: 0:65536"|"dst range: 0:31; src range: 0:31"
"load.b"|"rdst,DIS(rsrc)"|"Load byte"|"Load byte into GPR"|"2"|"C"|"0"|"Memory data transfer"|"1"|"10 0101 r\_src r\_dst dddddddddddddddd"|"$r_{dst} \longleftarrow_{32} sx_{32}(M[r_{src}+sx_{32}(dis16)][7:0])$ \\"|"$r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"DIS range: -32768:32767"|"dst range: 0:31; src range: 0:31"
"loadu.b"|"rdst,DIS(rsrc)"|"Load unsigned byte"|"Load unsigned byte into GPR"|"2"|"C"|"0"|"Memory data transfer"|"1"|"10 0110 r\_src r\_dst dddddddddddddddd "|"$r_{dst} \longleftarrow_{32} x_{32}(M[r_{src}+sx_{32}(dis16)][7:0])$ \\"|"$r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"DIS range: -32768:32767"|"dst range: 0:31; src range: 0:31"
"load.h"|"rdst,DIS(rsrc)"|"Load half word"|"Load half word into GPR"|"2"|"C"|"0"|"Memory data transfer"|"1"|"10 0111 r\_src r\_dst dddddddddddddddd"|"if ($r_{src} + sx_{32}(dis16) \% 2 == 0$) then \\ $\enspace r_{dst} \longleftarrow_{32} sx_{32}(M[r_{src} + sx_{32}(dis16)][15:0])$ \\ else \\ $\enspace cr[3] \longleftarrow_{1} 1$ \\ endif \\"|"if ($r_{src} + sx_{32}(dis16) \% 2 == 0$) then \\ $\enspace r_{dst}.n$ \\ else  \\ $\enspace cr[3]$ \\ endif \\"|"$r_{dst}.n$ is implicit."|"DIS range: -32768:32767"|"dst range: 0:31; src range: 0:31; address aligned to 2"
"loadu.h"|"rdst,DIS(rsrc)"|"Load unsigned half word"|"Load unsigned half word into GPR"|"2"|"C"|"0"|"Memory data transfer"|"1"|"10 1000 r\_src r\_dst dddddddddddddddd"|"if ($r_{src} + sx_{32}(dis16) \% 2 == 0$) then \\ $\enspace r_{dst} \longleftarrow_{32} x_{32}(M[r_{src} + sx_{32}(dis16)][15:0])$ \\ else \\ $\enspace cr[3] \longleftarrow_{1} 1$ \\ endif \\"|"if ($r_{src} + sx_{32}(dis16) \% 2 == 0$) then \\ $\enspace r_{dst}.n$ \\ else  \\ $\enspace cr[3]$ \\ endif \\"|"$r_{dst}.n$ is implicit."|"DIS range: -32768:32767"|"dst range: 0:31; src range: 0:31; address aligned to 2"
"load.w"|"rdst,DIS(rsrc)"|"Load word"|"Load word into GPR"|"2"|"C"|"0"|"Memory data transfer"|"1"|"10 1001 r\_src r\_dst dddddddddddddddd"|"if ($r_{src} + sx_{32}(dis16) \% 4 == 0$) then \\ $\enspace r_{dst} \longleftarrow_{32} M[r_{src} + sx_{32}(dis16)][31:0]$ \\ else \\ $\enspace cr[3] \longleftarrow_{1} 1$ \\ endif \\"|"if ($r_{src} + sx_{32}(dis16) \% 4 == 0$) then \\ $\enspace r_{dst}.n$ \\ else  \\ $\enspace cr[3]$ \\ endif \\"|"$r_{dst}.n$ is implicit."|"DIS range: -32768:32767"|"dst range: 0:31; src range: 0:31; address aligned to 4"
"load.f"|"fdst,DIS(rsrc)"|"Load float"|"Load float into FPR"|"2"|"C"|"0"|"Memory data transfer"|"1"|"10 1010 r\_src r\_dst dddddddddddddddd"|"if ($r_{src} + sx_{32}(dis16) \% 4 == 0$) then \\ $\enspace f_{dst} \longleftarrow_{32} M[r_{src} + sx_{32}(dis16)][31:0]$ \\ else \\ $\enspace cr[3] \longleftarrow_{1} 1$ \\ endif \\"|"if ($r_{src} + sx_{32}(dis16) \% 4 == 0$) then \\ $\enspace r_{dst}.n$ \\ else  \\ $\enspace cr[3]$ \\ endif \\"|"$f_{dst}.n$ is implicit."|"DIS range: -32768:32767"|"dst range: 0:31; src range: 0:31; address aligned to 4"
"store.b"|"rsrc1,DIS(rsrc2)"|"Store byte"|"Store byte from GPR"|"2"|"D"|"0"|"Memory data transfer"|"2"|"10 1011 rsrc1 rscr2 dddddddddddddddd"|"$M[r_{src} + sx_{32}(dis16)][7:0] \longleftarrow_{8} r_{dst}[7:0]$ \\"|"None \\"|"None."|"DIS range: -32768:32767"|"dst range: 0:31; src range: 0:31"
"store.h"|"rsrc1,DIS(rsrc2)"|"Sotre half word"|"Store half word from GPR"|"2"|"D"|"0"|"Memory data transfer"|"2"|"10 1100 rsrc1 rscr2 dddddddddddddddd"|"if ($r_{src} + sx_{32}(dis16) \% 2 == 0$ then \\ $\enspace M[r_{src} + sx_{32}(dis16)][15:0] \longleftarrow_{16} r_{dst}[15:0]$ \\ else \\ $\enspace cr[3] \longleftarrow_{1} 1$ \\ endif \\"|"if ($r_{src_{1}} + sx_{32}(dis16) \% 2 == 0$) then \\ None \\ else \\ $\enspace cr[3]$ \\ endif \\"|"None."|"DIS range: -32768:32767"|"dst range: 0:31; src range: 0:31; address aligned to 2"
"store.w"|"rsrc1,DIS(rsrc2)"|"Store word"|"Store word from GPR"|"2"|"D"|"0"|"Memory data transfer"|"2"|"10 1101 rsrc1 rscr2 dddddddddddddddd"|"if ($r_{src} + sx_{32}(dis16) \% 4 == 0$ then \\ $\enspace M[r_{src} + sx_{32}(dis16)][31:0] \longleftarrow_{32} r_{dst}[31:0]$ \\ else \\ $\enspace cr[3] \longleftarrow_{1} 1$ \\ endif \\"|"if ($r_{src_{1}} + sx_{32}(dis16) \% 4 == 0$) then \\ None \\ else \\ $\enspace cr[3]$ \\ endif \\"|"None."|"DIS range: -32768:32767"|"dst range: 0:31; src range: 0:31; address aligned to 4"
"store.f"|"fsrc,DIS(rsrc)"|"Store float"|"Store float from FPR"|"2"|"D"|"0"|"Memory data transfer"|"2"|"10 1110 rsrc1 rscr2 dddddddddddddddd"|"if ($r_{src} + sx_{32}(dis16) \% 4 == 0$ then \\ $\enspace M[r_{src} + sx_{32}(dis16)][31:0] \longleftarrow_{32} f_{dst}[31:0]$ \\ else \\ $\enspace cr[3] \longleftarrow_{1} 1$ \\ endif \\"|"if ($r_{src_{1}} + sx_{32}(dis16) \% 4 == 0$) then \\ None \\ else  \\ $\enspace cr[3]$ \\ endif \\"|"None."|"DIS range: -32768:32767"|"dst range: 0:31; src range: 0:31; address aligned to 4"
"movn2fg.g"|"rdst,rsrc,NIB"|"Move nibble to GPR flags"|"Move NIBth nibble of GPR to GPR flags"|"2"|"E"|"0"|"Register data transfer"|"1"|"10 1111 r\_src r\_dst 00 NNN uuuuuuuuuuu"|"$r_{dst}.c \# r_{dst}.v \# r_{dst}.z \# r_{dst}.n \longleftarrow_{4} r_{src}[4 * nib3 + 3:4 * nib3]$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"None."|"NIB range: 0:7"|"dst range: 0:31; src range: 0:31"
"movfg2n.g"|"rdst,rsrc,NIB"|"Move GPR flags to nibble"|"Move GPR flags to NIBth nibble of GPR"|"2"|"E"|"0"|"Register data transfer"|"1"|"10 1111 r\_src r\_dst 01 NNN uuuuuuuuuuu"|"$r_{dst}[4 * nib3 + 3:4 * nib3] \longleftarrow_{4} r_{src}.c \# r_{src}.v \# r_{src}.z \# r_{src}.n$ \\"|"None \\"|"None."|"NIB range: 0:7"|"dst range: 0:31; src range: 0:31"
"movn2fg.f"|"fdst,rsrc,NIB"|"Move nibble to FPR flags"|"Move NIBth nibble of GPR to FPR flags"|"2"|"E"|"0"|"Register data transfer"|"1"|"10 1111 r\_src r\_dst 10 NNN uuuuuuuuuuu"|"$f_{dst}.a \# f_{dst}.i \# f_{dst}.z \# f_{dst}.n \longleftarrow_{4} r_{src}[4 * nib3 + 3:4 * nib3]$ \\"|"$f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$ \\"|"None."|"NIB range: 0:7"|"dst range: 0:31; src range: 0:31"
"movfg2n.f"|"rdst,fsrc,NIB"|"Move FPR flags to nibble"|"Move FPR flags to NIBth nibble of GPR"|"2"|"E"|"0"|"Register data transfer"|"1"|"10 1111 r\_src r\_dst 11 NNN uuuuuuuuuuu"|"$r_{dst}[4 * nib3 + 3:4 * nib3] \longleftarrow_{4} f_{src}.a \# f_{src}.i \# f_{src}.z \# f_{src}.n$ \\"|"None \\"|"None."|"NIB range: 0:7"|"dst range: 0:31; src range: 0:31"
"add.w"|"rdst,rsrc1,rsrc2"|"Add GPR's"|"Add GPR with GPR and store in GPR"|"3"|"A"|"0"|"Arithmetic"|"2"|"11 uuuu rsrc1 r\_dst rsrc2 00 00000 uuuu"|"$r_{dst} \longleftarrow_{32} r_{src_{1}} + r_{src_{2}}$ \\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"add.l"|"rdst,rsrc1,rsrc2"|"Add long GPR's"|"Add long GPR with long GPR and store in long GPR"|"3"|"A"|"0"|"Arithmetic"|"2"|"11 uuuu rsrc1 r\_dst rsrc2 01 00000 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1}\# r_{dst}) \longleftarrow_{64} (r_{src_{1}+1} \# r_{src_{1}}) + (r_{src_{2}+1} \# r_{src_{2}})$\\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"add.f"|"fdst,fsrc1,fsrc2"|"Add FPR's"|"Add FPR with FPR and store in FPR"|"3"|"A"|"0"|"Arithmetic"|"2"|"11 uuuu rsrc1 r\_dst rsrc2 10 00000 uuuu"|"$f_{dst} \longleftarrow_{32} f_{src_{1}} + f_{src_{2}}$ \\ $f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\"|"$f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$ \\"|"$f_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"add.d"|"fdst,fsrc1,fsrc2"|"Add double FPR's"|"Add double FPR with double FPR and store in double FPR"|"3"|"A"|"0"|"Arithmetic"|"2"|"11 uuuu rsrc1 r\_dst rsrc2 11 00000 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (f_{dst+1} \# f_{dst}) \longleftarrow_{64} (f_{src_{1}+1}\#f_{src_{1}}) + (f_{src_{2}+1}\#f_{src_{2}})$ \\ $\enspace f_{dst+1}.a \longleftarrow_{1} fpu_{1}.a$ \\ $\enspace f_{dst+1}.i \longleftarrow_{1} fpu_{1}.i$ \\ $\enspace f_{dst+1}.z \longleftarrow_{1} fpu_{1}.z$ \\ $\enspace f_{dst+1}.n \longleftarrow_{1} fpu_{1}.n$ \\ $\enspace f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $\enspace f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $\enspace f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $\enspace f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$, $f_{dst+1}.a$, $f_{dst+1}.i$, $f_{dst+1}.z$, $f_{dst+1}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\"|"$f_{dst}.n$ and $f_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"sub.w"|"rdst,rsrc1,rsrc2"|"Substract GPR's"|"Substract GPR from GPR and store in GPR"|"3"|"A"|"1"|"Arithmetic"|"3"|"11 uuuu rsrc1 r\_dst rsrc2 00 00001 uuuu"|"$r_{dst} \longleftarrow_{32} r_{src_{1}} - r_{src_{2}}$ \\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"sub.l"|"rdst,rsrc1,rsrc2"|"Substract long GPR's"|"Substract GPR long from long GPR and store in long GPR"|"3"|"A"|"1"|"Arithmetic"|"3"|"11 uuuu rsrc1 r\_dst rsrc2 01 00001 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1}\# r_{dst}) \longleftarrow_{64} (r_{src_{1}+1} \# r_{src_{1}}) - (r_{src_{2}+1} \# r_{src_{2}})$\\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"sub.f"|"fdst,fsrc1,fsrc2"|"Substract FPR's"|"Substract FPR from FPR and store in FPR"|"3"|"A"|"1"|"Arithmetic"|"3"|"11 uuuu rsrc1 r\_dst rsrc2 10 00001 uuuu"|"$f_{dst} \longleftarrow_{32} f_{src_{1}} - f_{src_{2}}$ \\ $f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\"|"$f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$ \\"|"$f_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"sub.d"|"fdst,fsrc1,fsrc2"|"Substract double FPR's"|"Substract double FPR from double FPR and store in double FPR"|"3"|"A"|"1"|"Arithmetic"|"3"|"11 uuuu rsrc1 r\_dst rsrc2 11 00001 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (f_{dst+1} \# f_{dst}) \longleftarrow_{64} (f_{src_{1}+1}\#f_{src_{1}}) - (f_{src_{2}+1}\#f_{src_{2}})$ \\ $\enspace f_{dst+1}.a \longleftarrow_{1} fpu_{1}.a$ \\ $\enspace f_{dst+1}.i \longleftarrow_{1} fpu_{1}.i$ \\ $\enspace f_{dst+1}.z \longleftarrow_{1} fpu_{1}.z$ \\ $\enspace f_{dst+1}.n \longleftarrow_{1} fpu_{1}.n$ \\ $\enspace f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $\enspace f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $\enspace f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $\enspace f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$, $f_{dst+1}.a$, $f_{dst+1}.i$, $f_{dst+1}.z$, $f_{dst+1}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\"|"$f_{dst}.n$ and $f_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"mult.w"|"rdst,rsrc1,rsrc2"|"Multiply GPR's"|"Multiply GPR by GPR and store in GPR"|"3"|"A"|"2"|"Arithmetic"|"4"|"11 uuuu rsrc1 r\_dst rsrc2 00 00010 uuuu"|"$r_{dst} \longleftarrow_{32} r_{src_{1}} * r_{src_{2}}$ \\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"mult.l"|"rdst,rsrc1,rsrc2"|"Multiply GPR's into long GPR"|"Multiply GPR by GPR and store in long GPR"|"3"|"A"|"2"|"Arithmetic"|"4"|"11 uuuu rsrc1 r\_dst rsrc2 01 00010 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (r_{dst+1}\# r_{dst}) \longleftarrow_{64} (r_{src_{1}+1} \# r_{src_{1}}) * (r_{src_{2}+1} \# r_{src_{2}})$\\ $\enspace r_{dst+1}.c \longleftarrow_{1} alu_{1}.c$ \\ $\enspace r_{dst+1}.v \longleftarrow_{1} alu_{1}.v$ \\ $\enspace r_{dst+1}.z \longleftarrow_{1} alu_{1}.z$ \\ $\enspace r_{dst+1}.n \longleftarrow_{1} alu_{1}.n$ \\ $\enspace r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $\enspace r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $\enspace r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $\enspace r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$, $r_{dst+1}.c$, $r_{dst+1}.v$, $r_{dst+1}.z$, $r_{dst+1}.n$ \\ else \\ $\enspace cr[4] \longleftarrow_{1} 1$ \\"|"$r_{dst}.n$ and $r_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 ; src1 range: 0:31; src2 range: 0:31"
"mult.f"|"fdst,fsrc1,fsrc2"|"Multiply FPR's"|"Multiply FPR by FPR and store in FPR"|"3"|"A"|"2"|"Arithmetic"|"4"|"11 uuuu rsrc1 r\_dst rsrc2 10 00010 uuuu"|"$f_{dst} \longleftarrow_{32} f_{src_{1}} * f_{src_{2}}$ \\ $f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\"|"$f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$ \\"|"$f_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
"mult.d"|"fdst,fsrc1,fsrc2"|"Multiply double FPR's"|"Multiply double FPR by double FPR and store in double FPR"|"3"|"A"|"2"|"Arithmetic"|"4"|"11 uuuu rsrc1 r\_dst rsrc2 11 00010 uuuu"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace (f_{dst+1} \# f_{dst}) \longleftarrow_{64} (f_{src_{1}+1}\#f_{src_{1}}) * (f_{src_{2}+1}\#f_{src_{2}})$ \\ $\enspace f_{dst+1}.a \longleftarrow_{1} fpu_{1}.a$ \\ $\enspace f_{dst+1}.i \longleftarrow_{1} fpu_{1}.i$ \\ $\enspace f_{dst+1}.z \longleftarrow_{1} fpu_{1}.z$ \\ $\enspace f_{dst+1}.n \longleftarrow_{1} fpu_{1}.n$ \\ $\enspace f_{dst}.a \longleftarrow_{1} fpu_{0}.a$ \\ $\enspace f_{dst}.i \longleftarrow_{1} fpu_{0}.i$ \\ $\enspace f_{dst}.z \longleftarrow_{1} fpu_{0}.z$ \\ $\enspace f_{dst}.n \longleftarrow_{1} fpu_{0}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\ endif \\"|"if $(dst \enspace \% \enspace 2 == 0 \enspace \& \enspace src \enspace \% \enspace 2 == 0)$ then \\ $\enspace f_{dst}.a$, $f_{dst}.i$, $f_{dst}.z$, $f_{dst}.n$, $f_{dst+1}.a$, $f_{dst+1}.i$, $f_{dst+1}.z$, $f_{dst+1}.n$ \\ else \\ $\enspace cr[5] \longleftarrow_{1} 1$ \\"|"$f_{dst}.n$ and $f_{dst+1}.n$ are implicit."|"None."|"dst range: 0:31 and even; src1 range: 0:31 and even; src2 range: 0:31 and even"
"div.w"|"rdst,rsrc1,rsrc2"|"Divide GPR's"|"Divide GPR by GPR and store in GPR"|"3"|"A"|"3"|"Arithmetic"|"5"|"11 uuuu rsrc1 r\_dst rsrc2 00 00011 uuuu"|"$r_{dst} \longleftarrow_{32} r_{src_{1}} / r_{src_{2}}$ \\ $r_{dst}.c \longleftarrow_{1} alu_{0}.c$ \\ $r_{dst}.v \longleftarrow_{1} alu_{0}.v$ \\ $r_{dst}.z \longleftarrow_{1} alu_{0}.z$ \\ $r_{dst}.n \longleftarrow_{1} alu_{0}.n$ \\"|"$r_{dst}.c$, $r_{dst}.v$, $r_{dst}.z$, $r_{dst}.n$ \\"|"$r_{dst}.n$ is implicit."|"None."|"dst range: 0:31; src1 range: 0:31; src2 range: 0:31"
